CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected
5.96,3,2,0,5,6,10,6,Yes,Tier 1,0,9,2,9,9,6,4,5,Yes,Yes
5.73,2,0,0,7,7,8,7,Yes,Tier 3,4,6,4,9,3,2,4,5,Yes,No
9.69,4,5,1,3,1,7,2,Yes,Tier 3,1,2,8,7,3,9,4,2,Yes,Yes
9.59,3,4,0,5,7,9,4,No,Tier 3,2,5,4,10,8,9,1,4,Yes,Yes
9.44,5,1,1,10,7,1,8,No,Tier 2,0,7,8,10,9,2,2,1,Yes,No
8.13,8,4,1,4,8,2,4,Yes,Tier 2,2,3,6,6,5,5,6,0,Yes,Yes
9.04,10,4,3,7,2,2,8,No,Tier 2,1,9,5,1,9,1,1,3,No,Yes
5.35,8,2,2,5,1,1,10,Yes,Tier 3,0,0,9,3,4,8,1,3,Yes,No
6.67,7,0,0,2,1,8,4,No,Tier 2,3,2,2,7,8,9,2,3,No,Yes
6.57,8,2,2,3,8,4,9,No,Tier 2,1,6,8,5,8,4,1,5,Yes,Yes
8.18,5,0,3,8,7,7,1,Yes,Tier 2,3,9,9,9,7,5,7,3,Yes,Yes
6.78,10,0,0,3,9,10,6,Yes,Tier 3,2,5,8,7,7,10,7,0,Yes,Yes
5.74,10,3,0,7,2,1,1,Yes,Tier 2,1,0,5,3,5,5,5,5,Yes,Yes
7.98,6,2,3,5,4,8,6,No,Tier 2,3,5,8,10,3,10,6,5,Yes,Yes
9.07,8,1,2,7,8,8,4,No,Tier 2,3,5,2,1,1,1,3,2,No,Yes
6.91,1,5,1,10,6,10,8,No,Tier 3,5,1,9,7,1,2,4,3,Yes,Yes
5.66,6,4,3,9,2,3,8,No,Tier 2,0,5,2,8,9,2,7,5,No,Yes
5.98,6,3,3,7,10,9,9,Yes,Tier 1,0,8,1,3,1,9,1,5,Yes,Yes
6.19,5,1,0,6,2,5,7,Yes,Tier 2,2,7,5,8,1,7,8,5,No,No
6.5,4,5,1,1,7,5,8,Yes,Tier 2,1,2,7,6,3,2,10,2,Yes,Yes
8.21,1,5,3,4,9,5,3,No,Tier 1,3,2,10,10,1,6,8,0,Yes,Yes
8.0,10,2,2,8,8,1,10,Yes,Tier 2,1,4,4,10,2,10,3,3,Yes,Yes
8.48,8,0,3,1,2,10,4,No,Tier 1,4,6,3,1,5,10,1,4,No,No
6.81,6,2,2,6,3,2,4,Yes,Tier 1,5,0,4,1,1,4,1,2,Yes,No
9.12,3,5,0,2,8,1,6,Yes,Tier 1,5,2,2,1,5,4,10,0,No,Yes
6.02,3,2,3,9,4,2,7,Yes,Tier 2,2,5,1,3,9,10,5,0,Yes,Yes
7.35,6,3,2,8,6,9,9,No,Tier 2,5,1,6,2,9,1,9,1,No,Yes
9.0,7,1,0,9,2,9,10,No,Tier 1,5,1,3,10,1,9,10,1,Yes,Yes
5.9,8,5,0,9,1,5,6,No,Tier 2,2,4,10,1,5,3,6,5,No,No
5.55,5,3,0,2,6,4,2,No,Tier 1,5,4,6,6,9,6,6,2,Yes,Yes
9.42,10,1,3,2,8,2,10,No,Tier 1,5,2,1,4,1,1,8,3,Yes,No
6.71,6,3,0,9,5,6,10,Yes,Tier 3,5,9,6,2,10,5,2,5,Yes,Yes
8.42,1,4,0,2,1,9,7,Yes,Tier 1,0,3,2,5,8,2,5,1,No,No
5.13,6,0,2,4,10,8,10,Yes,Tier 2,5,4,7,2,8,7,1,2,No,No
8.45,9,0,0,2,2,10,9,Yes,Tier 2,5,9,5,1,8,8,7,3,No,Yes
6.58,10,0,3,1,3,4,8,No,Tier 3,3,5,6,3,5,10,8,1,Yes,Yes
5.28,4,4,1,10,2,6,4,Yes,Tier 1,1,4,10,10,5,10,6,2,No,Yes
8.05,10,5,0,7,9,9,2,Yes,Tier 3,3,8,3,10,10,5,1,5,Yes,Yes
6.2,1,5,3,5,10,10,8,No,Tier 3,2,5,7,3,1,9,8,0,Yes,Yes
6.93,9,4,0,3,2,10,6,Yes,Tier 2,3,9,10,8,8,6,9,2,Yes,Yes
5.4,4,0,3,8,3,4,8,No,Tier 1,2,1,5,7,2,3,1,5,Yes,No
5.74,2,0,0,5,9,9,9,No,Tier 1,4,4,7,3,9,3,3,4,Yes,Yes
6.49,1,1,2,1,3,8,3,Yes,Tier 1,3,9,4,3,9,4,3,1,Yes,No
5.45,3,1,1,9,8,3,8,No,Tier 2,2,8,2,7,9,7,5,3,No,Yes
9.55,7,2,1,5,8,9,10,Yes,Tier 1,3,0,4,2,8,6,1,4,No,Yes
5.03,10,3,3,3,3,5,8,No,Tier 3,3,9,10,7,7,4,6,3,No,No
7.42,2,1,3,6,10,1,5,Yes,Tier 2,1,0,2,2,10,6,7,5,No,No
5.62,9,1,1,8,10,8,6,No,Tier 3,3,3,4,2,3,3,9,0,No,Yes
6.54,2,1,2,2,3,5,5,Yes,Tier 1,3,6,1,3,10,9,10,0,Yes,Yes
9.63,5,1,2,3,8,5,6,Yes,Tier 2,5,8,7,7,2,8,7,4,Yes,Yes
5.81,8,4,0,7,3,2,1,Yes,Tier 3,3,1,4,7,9,1,7,5,Yes,Yes
9.83,10,2,2,2,4,9,10,Yes,Tier 1,2,8,6,2,6,6,8,5,Yes,Yes
6.03,8,1,1,5,5,6,10,Yes,Tier 2,2,3,9,2,4,2,9,1,Yes,Yes
8.71,3,5,1,9,7,10,10,No,Tier 2,5,0,5,3,9,2,5,0,Yes,Yes
7.73,2,3,2,7,1,3,2,No,Tier 2,3,6,2,8,10,10,7,4,No,Yes
9.42,9,1,2,3,8,7,8,No,Tier 2,4,4,2,2,6,7,8,3,No,Yes
7.77,3,4,1,2,3,2,1,Yes,Tier 1,5,0,9,4,5,3,8,4,Yes,Yes
7.67,8,5,1,10,7,7,9,No,Tier 2,3,0,5,6,4,1,5,5,Yes,Yes
5.98,2,0,1,9,10,2,7,Yes,Tier 2,3,9,8,5,8,10,2,4,Yes,Yes
5.83,3,0,1,9,3,5,1,Yes,Tier 2,5,1,5,10,3,9,3,5,Yes,No
9.58,1,2,1,9,9,10,5,Yes,Tier 1,2,6,2,3,7,6,10,4,No,No
6.64,6,0,2,10,10,10,2,Yes,Tier 2,0,6,4,10,1,1,3,3,No,No
6.86,7,1,2,3,5,9,1,Yes,Tier 1,0,2,4,3,6,9,8,1,Yes,No
8.8,4,4,0,1,3,9,1,Yes,Tier 1,3,1,7,8,9,3,6,5,Yes,No
6.69,1,2,0,9,3,6,5,Yes,Tier 1,4,9,5,4,6,9,2,1,No,Yes
9.76,3,5,3,7,4,3,4,No,Tier 2,1,7,9,3,3,2,10,1,Yes,Yes
8.69,9,1,0,2,5,4,5,Yes,Tier 2,2,6,1,4,4,1,5,5,Yes,Yes
7.99,5,0,2,6,5,4,6,No,Tier 2,1,8,7,9,10,7,9,3,No,Yes
9.4,6,3,0,9,8,9,1,Yes,Tier 1,1,8,8,3,10,10,7,4,Yes,Yes
5.25,4,1,0,8,10,4,2,No,Tier 2,5,0,8,5,9,2,8,4,No,Yes
6.29,1,3,2,6,6,4,2,Yes,Tier 1,4,1,10,10,8,3,8,0,No,No
7.33,5,5,1,6,5,5,5,No,Tier 1,4,6,7,9,4,7,7,1,Yes,Yes
6.13,5,3,2,8,2,6,10,Yes,Tier 1,0,7,8,7,7,1,2,5,Yes,Yes
8.72,5,5,2,9,5,8,9,No,Tier 3,2,5,1,2,10,8,5,5,Yes,Yes
9.6,6,2,3,8,7,1,7,Yes,Tier 3,0,4,7,6,1,7,5,2,Yes,Yes
7.12,2,4,3,1,3,5,10,No,Tier 2,4,5,6,9,10,3,4,5,No,Yes
6.71,1,0,3,2,7,9,4,Yes,Tier 1,4,1,2,6,6,5,1,4,Yes,No
9.81,2,0,1,6,1,10,5,Yes,Tier 1,5,8,4,3,8,2,5,5,Yes,Yes
7.22,10,1,0,8,6,4,7,Yes,Tier 3,2,9,8,5,5,2,4,5,Yes,Yes
7.45,6,0,3,4,1,8,10,No,Tier 1,2,3,1,5,1,9,7,0,Yes,Yes
6.76,5,2,2,4,7,9,9,No,Tier 2,3,8,5,6,7,10,10,5,Yes,No
9.55,5,0,3,2,6,1,10,Yes,Tier 1,3,7,4,5,2,2,1,1,Yes,No
7.84,6,1,2,10,10,8,7,Yes,Tier 2,1,9,3,1,1,9,1,1,Yes,No
8.81,10,0,1,1,1,8,2,No,Tier 2,2,3,1,4,4,5,5,1,No,No
9.06,7,4,3,10,9,5,4,Yes,Tier 1,2,4,6,6,8,1,3,2,Yes,Yes
6.71,9,5,2,9,5,10,10,Yes,Tier 1,0,9,2,9,5,4,4,2,Yes,Yes
7.17,7,3,0,7,7,2,4,Yes,Tier 2,0,6,5,1,10,10,1,4,Yes,Yes
9.24,2,3,1,9,1,7,9,Yes,Tier 3,3,4,9,7,1,4,9,3,Yes,No
6.82,6,5,2,2,8,5,8,Yes,Tier 1,1,1,10,2,1,9,4,5,Yes,Yes
8.97,9,3,0,10,8,5,6,Yes,Tier 1,4,7,1,2,7,3,2,4,Yes,Yes
9.7,7,4,0,5,9,6,8,No,Tier 3,3,9,7,4,6,10,1,1,Yes,Yes
8.12,2,2,2,2,2,10,7,Yes,Tier 3,0,7,3,7,10,8,8,5,Yes,Yes
8.71,3,1,3,10,6,8,8,Yes,Tier 3,4,7,1,9,1,10,6,4,Yes,Yes
9.03,8,4,0,7,10,1,7,Yes,Tier 1,5,9,7,7,9,2,7,2,Yes,No
9.23,9,1,1,9,5,3,2,Yes,Tier 3,1,7,10,3,5,3,9,2,Yes,Yes
6.98,4,2,0,3,6,7,6,Yes,Tier 2,0,5,7,9,1,8,6,5,No,Yes
5.26,9,4,3,1,5,9,4,Yes,Tier 2,3,9,6,4,7,7,3,3,Yes,Yes
7.01,2,0,1,4,1,10,4,Yes,Tier 2,3,1,9,6,3,7,7,4,Yes,Yes
8.37,5,2,1,4,2,2,10,Yes,Tier 2,1,3,2,4,2,4,6,4,Yes,Yes
7.25,2,3,1,6,3,4,6,No,Tier 1,3,1,6,3,6,4,6,3,No,Yes
8.74,1,4,2,5,7,4,8,Yes,Tier 1,1,1,2,1,10,3,2,1,Yes,Yes
6.78,5,2,0,5,10,7,5,Yes,Tier 2,2,8,2,2,2,10,2,3,Yes,Yes
8.17,2,2,3,9,9,5,3,Yes,Tier 2,0,8,7,3,6,1,10,3,Yes,Yes
5.93,7,4,2,1,2,5,1,Yes,Tier 1,2,4,4,8,8,4,9,3,Yes,No
8.75,8,3,2,8,10,7,5,Yes,Tier 2,2,2,8,10,6,10,7,2,No,Yes
7.73,2,5,1,8,1,2,3,Yes,Tier 2,3,8,5,7,10,1,10,3,No,Yes
6.02,7,3,2,8,1,8,3,Yes,Tier 1,4,6,7,8,3,10,8,4,No,No
6.46,4,2,0,3,4,6,4,Yes,Tier 2,3,3,2,1,8,8,7,5,Yes,Yes
8.74,1,1,2,10,9,5,9,No,Tier 3,0,2,10,4,3,7,9,4,Yes,Yes
7.41,3,5,2,8,4,1,4,Yes,Tier 2,3,7,2,6,2,6,3,2,Yes,Yes
6.08,1,5,1,2,3,2,5,Yes,Tier 3,0,5,3,9,3,9,6,2,Yes,Yes
9.84,5,2,1,8,10,6,10,Yes,Tier 2,4,3,5,2,5,10,5,0,Yes,Yes
8.58,8,4,2,8,8,6,5,No,Tier 1,5,8,8,8,8,9,2,1,No,Yes
9.79,1,4,1,3,9,9,1,Yes,Tier 2,4,0,9,5,10,4,3,5,Yes,Yes
7.14,9,4,3,4,5,6,7,Yes,Tier 3,4,4,8,1,1,6,3,2,No,Yes
7.38,3,3,3,9,2,1,2,Yes,Tier 2,0,2,2,3,6,1,1,5,No,Yes
9.49,5,0,3,9,4,7,6,No,Tier 1,4,1,5,5,9,8,9,0,No,Yes
7.63,9,4,2,10,10,3,4,No,Tier 2,2,4,3,3,8,6,8,5,Yes,Yes
8.54,5,4,0,9,8,8,5,No,Tier 2,3,2,4,8,2,4,5,3,Yes,Yes
6.26,9,5,0,10,2,6,5,Yes,Tier 3,3,6,3,5,8,9,1,0,Yes,Yes
7.23,10,1,1,6,9,3,4,Yes,Tier 2,0,0,3,6,6,8,4,0,Yes,Yes
5.62,8,1,0,1,5,3,2,Yes,Tier 2,5,4,2,1,5,4,6,0,Yes,No
6.03,7,2,0,8,7,8,8,Yes,Tier 2,1,6,3,8,2,4,6,0,Yes,Yes
5.0,1,2,2,9,5,6,1,No,Tier 3,1,5,10,6,2,4,8,3,No,Yes
5.2,4,2,1,8,3,2,9,Yes,Tier 1,3,1,8,6,6,1,2,1,Yes,Yes
9.89,9,4,0,1,2,3,6,Yes,Tier 1,1,4,8,2,2,3,7,4,No,Yes
6.21,10,1,3,6,3,6,4,No,Tier 1,1,2,10,4,1,9,5,0,Yes,Yes
8.32,8,2,1,9,2,7,6,Yes,Tier 2,1,1,5,4,5,3,10,3,No,Yes
9.2,4,1,1,9,2,4,9,No,Tier 2,0,7,9,7,7,6,6,4,Yes,No
7.75,1,4,1,7,2,8,9,Yes,Tier 1,5,1,1,3,5,5,6,0,Yes,Yes
5.77,10,5,3,7,2,3,3,Yes,Tier 2,2,3,1,5,3,9,8,4,Yes,Yes
8.64,4,4,0,4,8,6,8,No,Tier 2,4,7,7,3,2,2,10,1,Yes,Yes
8.0,3,2,3,7,5,7,1,No,Tier 3,5,9,3,7,3,4,4,0,Yes,Yes
8.66,6,4,1,10,9,8,9,Yes,Tier 1,0,8,7,1,6,3,10,4,Yes,No
8.85,5,4,1,5,5,4,7,Yes,Tier 2,2,5,5,4,8,10,5,0,No,Yes
9.88,5,1,2,10,1,5,10,No,Tier 1,4,4,1,10,6,8,6,4,No,Yes
7.87,2,0,2,5,8,6,7,Yes,Tier 2,4,3,5,2,9,3,8,0,Yes,Yes
6.71,3,3,2,1,3,1,6,Yes,Tier 1,5,0,1,3,9,7,4,3,No,Yes
8.24,6,2,2,2,10,9,1,Yes,Tier 1,0,9,1,6,3,1,1,0,Yes,No
5.34,2,0,1,9,10,3,2,Yes,Tier 2,3,4,6,3,7,9,8,2,No,Yes
9.49,4,5,3,2,2,2,3,Yes,Tier 1,0,3,1,6,8,1,4,2,Yes,No
5.6,2,2,2,10,6,7,1,Yes,Tier 3,4,5,10,8,3,4,5,2,Yes,Yes
6.64,9,0,3,2,4,4,5,No,Tier 3,5,5,6,2,5,3,4,5,No,Yes
9.08,3,4,2,9,4,4,5,Yes,Tier 2,1,6,3,6,3,8,10,5,No,Yes
7.99,10,2,0,3,9,10,6,Yes,Tier 2,1,3,7,2,7,6,8,5,Yes,Yes
6.97,10,0,2,2,10,9,7,Yes,Tier 1,5,0,2,7,5,7,6,5,Yes,Yes
7.37,6,3,3,7,8,7,10,No,Tier 1,5,2,7,8,1,2,2,3,Yes,No
9.27,1,4,2,9,3,9,9,Yes,Tier 1,3,8,5,9,1,6,5,2,Yes,Yes
6.7,10,2,0,6,9,1,7,Yes,Tier 1,0,4,1,6,9,3,6,2,No,Yes
9.35,3,5,3,7,1,3,6,No,Tier 2,5,2,7,2,5,7,7,1,Yes,No
5.44,8,5,3,3,7,10,9,Yes,Tier 2,4,7,10,7,10,8,1,0,No,Yes
8.88,5,2,3,3,7,10,2,Yes,Tier 2,5,0,7,6,2,8,4,4,No,No
9.24,8,0,1,8,2,6,6,Yes,Tier 2,1,3,10,2,4,1,3,1,No,Yes
5.91,2,2,3,7,7,1,5,Yes,Tier 1,2,2,4,6,5,9,2,4,No,No
7.15,7,4,1,5,7,5,6,Yes,Tier 3,1,1,9,5,9,5,5,1,Yes,Yes
5.83,9,1,0,6,9,4,10,No,Tier 2,5,1,7,9,2,6,6,5,Yes,Yes
8.53,7,5,3,9,6,4,1,No,Tier 2,3,4,8,1,4,2,4,5,Yes,Yes
7.68,3,0,3,3,10,7,5,No,Tier 1,0,6,6,4,8,9,9,5,No,Yes
8.18,7,3,3,3,10,5,8,Yes,Tier 1,0,8,5,5,3,1,4,1,No,Yes
5.98,8,2,0,6,9,7,3,Yes,Tier 1,5,4,10,7,2,6,3,4,Yes,Yes
6.06,1,4,1,8,3,1,3,No,Tier 2,1,1,2,10,3,1,1,1,No,No
5.21,3,2,2,5,8,9,7,No,Tier 1,2,3,1,10,7,3,8,5,No,Yes
6.61,5,3,0,1,4,8,7,No,Tier 1,0,3,7,8,9,10,1,5,Yes,Yes
7.8,6,4,0,3,1,7,2,Yes,Tier 2,0,5,3,3,5,5,10,5,No,Yes
9.29,3,3,0,8,7,10,8,No,Tier 2,4,1,3,7,10,4,4,4,Yes,Yes
8.33,4,4,1,4,3,2,5,Yes,Tier 1,3,2,6,7,2,10,8,0,Yes,No
7.18,5,1,1,9,4,6,9,No,Tier 3,4,5,9,5,7,3,6,5,Yes,Yes
9.77,3,5,1,6,3,4,1,No,Tier 2,3,3,4,4,3,1,10,0,Yes,No
8.6,4,4,1,10,6,3,4,Yes,Tier 2,0,5,6,10,7,4,9,3,Yes,Yes
9.65,5,3,1,4,10,8,8,Yes,Tier 3,2,5,9,10,6,8,7,0,Yes,No
7.64,2,0,3,4,1,4,9,Yes,Tier 2,2,2,5,9,1,8,9,0,No,Yes
6.29,10,5,2,10,10,3,9,Yes,Tier 2,0,6,6,6,10,7,6,0,No,Yes
5.26,9,1,2,5,7,5,10,No,Tier 2,3,3,6,1,5,3,3,1,Yes,No
8.63,10,2,1,7,10,9,1,Yes,Tier 1,4,6,7,5,1,1,1,4,No,Yes
5.61,8,1,1,7,8,10,1,No,Tier 1,5,8,5,5,7,5,7,1,No,No
6.51,6,1,3,10,3,3,7,Yes,Tier 2,4,2,4,6,6,8,1,1,Yes,Yes
7.66,10,2,1,7,9,9,6,No,Tier 1,4,8,8,10,9,9,8,5,Yes,Yes
7.82,3,4,3,5,2,4,7,No,Tier 1,3,1,8,5,4,7,7,3,Yes,Yes
8.0,2,1,3,9,10,10,8,No,Tier 3,0,4,4,6,9,8,10,2,No,Yes
5.83,7,5,0,2,10,4,6,No,Tier 1,2,3,10,7,5,1,3,0,Yes,Yes
6.9,8,1,0,8,9,2,10,No,Tier 2,4,9,10,4,5,2,1,3,Yes,Yes
8.09,10,0,1,10,5,8,10,No,Tier 1,5,6,5,9,5,1,6,1,No,Yes
9.85,1,5,3,8,6,4,10,Yes,Tier 2,3,6,4,8,10,4,10,1,Yes,Yes
8.64,6,0,1,3,2,3,7,Yes,Tier 2,3,2,1,8,5,3,7,0,Yes,Yes
9.61,7,5,0,5,5,3,7,No,Tier 3,4,3,2,9,7,3,4,1,Yes,No
8.81,9,3,0,8,6,1,7,Yes,Tier 2,0,6,9,3,1,5,2,4,Yes,Yes
7.96,3,2,0,10,5,8,2,No,Tier 2,5,2,10,9,10,1,7,4,Yes,Yes
5.96,2,5,0,9,4,5,3,Yes,Tier 2,2,0,1,2,7,7,2,0,No,Yes
8.33,5,5,0,7,8,5,10,Yes,Tier 1,2,1,6,10,7,3,4,3,No,No
8.12,10,4,1,4,2,4,9,Yes,Tier 2,3,4,2,1,5,1,1,0,Yes,Yes
8.01,1,4,1,4,1,5,1,No,Tier 2,0,4,3,8,3,2,3,4,No,No
7.45,6,3,0,3,2,5,8,Yes,Tier 3,1,7,10,8,7,3,1,5,Yes,No
7.64,9,4,1,8,4,9,7,No,Tier 2,2,2,7,10,5,10,5,0,Yes,No
6.67,10,4,0,6,1,6,6,No,Tier 2,5,8,10,7,4,4,7,2,Yes,No
7.6,9,0,0,10,9,9,1,No,Tier 1,1,4,8,1,9,4,8,0,Yes,Yes
5.99,7,4,0,6,1,8,9,Yes,Tier 1,3,9,8,8,4,9,2,1,No,Yes
9.03,7,4,1,10,5,3,2,Yes,Tier 1,5,2,8,9,5,5,3,5,No,Yes
5.93,8,3,1,10,8,2,10,Yes,Tier 2,2,7,4,1,6,1,10,3,Yes,Yes
5.42,10,3,3,9,9,6,5,Yes,Tier 2,0,1,7,1,6,1,3,2,No,Yes
7.18,2,1,1,3,9,2,9,No,Tier 1,1,7,8,1,2,1,10,2,No,No
8.29,6,4,1,4,8,3,8,No,Tier 2,4,8,3,4,3,8,6,1,No,Yes
7.19,5,4,2,3,6,3,10,Yes,Tier 1,1,7,5,5,8,5,9,4,No,No
6.38,5,5,0,3,6,1,4,No,Tier 1,5,9,1,8,9,2,1,5,No,No
7.79,3,4,0,1,9,5,8,Yes,Tier 2,3,0,5,8,6,1,8,4,Yes,No
6.74,3,0,1,10,2,8,9,Yes,Tier 2,5,8,7,6,1,9,3,2,Yes,Yes
9.66,6,5,1,6,3,9,5,Yes,Tier 1,5,0,10,7,2,9,10,5,Yes,Yes
9.61,10,4,3,9,6,7,1,Yes,Tier 2,3,8,7,1,3,2,1,3,Yes,Yes
7.51,10,0,2,5,8,5,6,Yes,Tier 1,3,9,6,8,2,3,4,3,Yes,Yes
6.64,7,1,0,10,7,8,4,No,Tier 1,0,1,10,6,5,5,4,5,Yes,Yes
8.69,1,5,0,2,8,9,6,Yes,Tier 2,0,7,2,1,10,2,8,0,Yes,Yes
5.18,3,2,1,10,5,9,1,No,Tier 2,5,8,8,10,6,2,10,2,Yes,Yes
7.37,1,4,1,4,9,9,4,Yes,Tier 3,3,5,5,5,4,10,6,0,No,Yes
6.68,10,5,2,6,6,2,5,Yes,Tier 1,5,5,3,9,10,8,9,0,Yes,Yes
9.6,3,3,0,7,10,3,6,No,Tier 3,2,2,9,1,1,3,4,0,Yes,Yes
5.06,5,5,2,7,2,2,5,Yes,Tier 2,4,9,8,10,10,1,10,3,No,Yes
7.76,9,3,0,4,6,5,2,Yes,Tier 1,0,8,7,3,7,1,3,1,Yes,Yes
8.7,3,4,1,10,4,3,3,Yes,Tier 1,2,7,5,6,8,7,5,0,Yes,Yes
7.43,10,0,2,10,5,9,5,No,Tier 1,5,1,7,2,4,1,10,5,Yes,Yes
5.43,10,3,3,5,5,2,7,No,Tier 2,1,4,8,10,9,3,3,1,No,Yes
9.86,9,5,1,4,1,5,4,Yes,Tier 1,1,6,10,10,4,9,9,5,Yes,Yes
7.59,1,5,3,10,10,5,6,Yes,Tier 1,2,0,8,5,3,7,8,1,No,Yes
8.07,6,3,3,6,5,5,9,Yes,Tier 2,5,7,8,9,1,10,3,5,Yes,Yes
6.18,9,1,3,7,10,1,10,Yes,Tier 2,4,2,9,5,2,3,1,0,Yes,Yes
7.42,5,1,0,2,9,10,7,No,Tier 2,1,9,6,3,2,10,5,2,Yes,Yes
7.15,10,1,3,10,8,7,3,Yes,Tier 1,2,1,7,5,2,7,6,0,No,Yes
5.37,2,3,0,3,8,2,5,No,Tier 1,2,6,10,6,8,8,5,4,Yes,No
5.53,5,3,2,8,3,2,9,No,Tier 1,3,4,9,9,2,1,7,0,No,Yes
9.19,1,5,1,7,9,9,5,No,Tier 2,2,7,10,6,1,5,7,1,Yes,Yes
6.2,9,4,0,1,9,1,3,Yes,Tier 2,4,0,3,2,5,10,2,2,No,Yes
5.97,10,4,0,4,10,9,8,No,Tier 2,3,8,6,5,6,9,8,1,Yes,Yes
7.52,10,0,2,5,7,6,7,No,Tier 3,4,5,10,9,10,10,2,5,Yes,Yes
8.84,9,3,2,3,6,5,5,No,Tier 3,4,7,4,10,3,3,10,2,Yes,Yes
5.31,6,4,1,4,9,5,5,No,Tier 2,3,5,2,1,6,4,10,0,Yes,No
7.88,9,4,2,10,6,5,1,No,Tier 2,3,6,5,8,5,9,4,5,Yes,Yes
5.6,3,1,0,10,3,6,8,No,Tier 1,1,7,4,5,6,6,7,1,No,Yes
5.18,4,1,1,10,6,7,6,Yes,Tier 1,1,8,4,7,3,7,6,5,Yes,Yes
5.26,6,1,1,7,2,9,5,Yes,Tier 2,5,3,8,4,4,7,10,3,Yes,Yes
9.17,4,2,1,8,2,2,7,No,Tier 2,3,2,3,4,3,4,2,1,Yes,Yes
5.59,1,4,3,9,7,4,2,Yes,Tier 2,4,9,7,8,9,2,4,0,Yes,Yes
5.23,7,1,3,2,8,5,3,No,Tier 2,0,9,10,9,2,6,3,0,Yes,Yes
7.19,5,1,0,4,7,6,9,Yes,Tier 2,2,1,10,10,5,6,6,3,No,No
9.22,8,3,3,1,5,7,5,No,Tier 3,5,1,5,1,5,10,6,3,Yes,No
6.31,9,5,2,3,4,3,6,No,Tier 3,3,3,4,6,5,9,8,1,Yes,Yes
7.11,5,1,1,8,8,3,8,Yes,Tier 1,2,7,3,2,1,3,8,1,No,Yes
5.2,8,3,0,7,9,9,3,Yes,Tier 2,1,5,10,10,7,3,5,1,Yes,Yes
7.25,1,0,2,8,7,9,1,Yes,Tier 2,2,2,3,3,9,7,4,4,Yes,No
7.89,1,1,1,6,1,2,4,No,Tier 2,1,3,7,9,9,2,3,2,Yes,Yes
7.85,7,5,2,5,4,4,2,No,Tier 1,3,2,5,7,2,10,9,1,Yes,Yes
6.66,6,3,3,10,4,4,9,Yes,Tier 2,1,2,5,3,3,10,5,5,Yes,No
6.58,5,5,2,9,10,5,4,Yes,Tier 2,4,8,7,10,9,1,4,1,No,Yes
5.53,5,1,3,5,3,2,9,Yes,Tier 2,4,2,8,5,7,7,2,3,Yes,Yes
6.83,9,0,2,9,4,4,7,Yes,Tier 1,4,1,6,6,5,7,6,1,Yes,Yes
5.5,1,1,0,4,9,3,7,No,Tier 1,2,1,10,6,1,1,5,2,No,Yes
8.83,8,3,3,5,1,6,1,No,Tier 2,2,7,8,9,3,4,2,4,Yes,Yes
9.83,2,0,3,1,2,4,2,Yes,Tier 3,0,9,3,1,2,8,5,3,Yes,Yes
9.85,7,0,1,6,7,1,7,Yes,Tier 3,2,2,7,2,4,8,8,5,Yes,No
9.33,6,0,3,3,9,3,5,Yes,Tier 2,5,9,2,7,9,7,4,0,Yes,Yes
8.0,10,2,1,10,7,8,7,Yes,Tier 2,5,9,10,4,6,3,1,3,Yes,Yes
8.5,2,3,3,2,1,3,3,No,Tier 1,0,8,7,6,9,4,8,5,Yes,Yes
6.43,3,2,3,6,7,7,8,No,Tier 2,3,2,8,9,2,5,7,2,Yes,No
8.15,4,5,3,1,6,2,4,Yes,Tier 1,3,9,3,9,2,5,9,5,Yes,Yes
7.28,7,0,3,9,1,5,8,Yes,Tier 2,3,1,5,4,2,1,8,4,Yes,No
7.41,8,2,1,5,1,7,6,No,Tier 2,3,7,4,7,4,3,7,1,Yes,Yes
8.79,2,1,0,7,2,1,9,Yes,Tier 1,2,5,2,3,10,6,7,0,Yes,Yes
6.41,8,2,2,10,6,1,6,No,Tier 2,5,3,2,3,3,3,10,4,Yes,Yes
6.59,9,4,3,9,4,8,4,Yes,Tier 3,4,0,5,4,10,3,1,4,Yes,Yes
9.62,7,5,3,9,4,2,3,Yes,Tier 1,4,9,10,5,6,5,6,5,Yes,Yes
5.28,1,0,0,7,6,4,4,Yes,Tier 3,1,5,5,9,8,5,9,0,No,No
7.43,6,0,1,4,9,3,7,Yes,Tier 2,3,6,2,2,4,8,7,2,Yes,Yes
9.56,8,5,2,4,1,5,8,Yes,Tier 1,4,7,8,1,6,5,5,3,No,Yes
8.05,5,5,0,7,2,2,2,Yes,Tier 2,0,6,1,1,7,6,1,1,Yes,Yes
7.73,2,3,0,8,8,6,9,Yes,Tier 3,3,1,3,1,3,2,10,4,Yes,Yes
6.25,5,1,0,7,8,8,7,No,Tier 3,0,2,2,9,9,4,6,3,No,Yes
6.72,8,5,0,10,6,5,7,No,Tier 2,2,0,10,7,4,10,4,4,Yes,Yes
9.26,2,5,3,4,6,7,10,No,Tier 2,3,3,6,2,8,1,3,5,Yes,No
7.8,1,3,2,4,8,5,4,Yes,Tier 1,3,4,7,6,3,10,5,4,Yes,Yes
7.57,4,5,3,8,2,6,7,No,Tier 2,5,8,6,6,3,1,1,1,No,No
